id,title,domainKey,domainLabel,relatedIndicationKey,relatedIndicationLabel,screeningRiskTarget,minAgeMonth,maxAgeMonth,ageRange,difficulty,estimatedDurationMinutes,recommendedFrequencyPerWeek,materials,description,purpose,steps,successIndicator,observationScoreGuide,safetyNotes,sourceNote
ACT-122,Permainan Siapa Apa Dimana,COMMUNICATION_SPEECH,Bicara dan Bahasa,SPEECH_DELAY,Speech Delay,COMMUNICATION_SPEECH,54,60,54-60 bulan,Sedang-Lanjut,15,5,"gambar sekolah, pasar, rumah, taman","Aktivitas stimulasi rumah untuk usia 54-60 bulan yang membantu anak berlatih: menjawab pertanyaan siapa, apa, dan dimana secara relevan.","Melatih komunikasi reseptif, ekspresif, perluasan kosakata, dan kemampuan mengikuti instruksi.","Siapkan gambar sekolah, pasar, rumah, taman di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menjawab pertanyaan siapa, apa, dan dimana secara relevan. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.","Anak mampu menjawab pertanyaan siapa, apa, dan dimana secara relevan secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.","0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-123,Membuat Orang dari Playdough,FINE_MOTOR,Gerak Halus,ASD,ASD,SOCIAL_EMOTIONAL,54,60,54-60 bulan,Sedang-Lanjut,15,4,"playdough, stik, kancing, manik",Aktivitas stimulasi rumah untuk usia 54-60 bulan yang membantu anak berlatih: membentuk figur manusia dengan beberapa bagian tubuh.,"Melatih koordinasi mata-tangan, ketangkasan jari, kontrol alat tulis, dan manipulasi benda kecil.","Siapkan playdough, stik, kancing, manik di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: membentuk figur manusia dengan beberapa bagian tubuh. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.",Anak mampu membentuk figur manusia dengan beberapa bagian tubuh secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Hindari benda kecil yang berisiko tertelan.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-124,Mencocokkan Memori 3 Pasang,COGNITIVE,Kognitif,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,54,60,54-60 bulan,Sedang-Lanjut,15,4,tiga pasang kartu gambar identik,Aktivitas stimulasi rumah untuk usia 54-60 bulan yang membantu anak berlatih: menemukan tiga pasang kartu memori.,"Melatih atensi, memori kerja, pemecahan masalah, klasifikasi, urutan, dan fleksibilitas berpikir.",Siapkan tiga pasang kartu gambar identik di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menemukan tiga pasang kartu memori. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menemukan tiga pasang kartu memori secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-125,Tebak Gaya Hewan,SOCIAL_INDEPENDENCE,Sosialisasi dan Kemandirian,ASD,ASD,SOCIAL_EMOTIONAL,54,60,54-60 bulan,Sedang-Lanjut,15,4,kartu gambar hewan,Aktivitas stimulasi rumah untuk usia 54-60 bulan yang membantu anak berlatih: memeragakan hewan dan menjawab pertanyaan tentang peran.,"Melatih interaksi sosial, imitasi, regulasi emosi, kemandirian bantu diri, dan kebiasaan harian.",Siapkan kartu gambar hewan di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: memeragakan hewan dan menjawab pertanyaan tentang peran. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu memeragakan hewan dan menjawab pertanyaan tentang peran secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-126,Menyalin Segitiga,FINE_MOTOR,Gerak Halus,ASD,ASD,SOCIAL_EMOTIONAL,54,60,54-60 bulan,Sedang-Lanjut,15,4,kertas dan pensil,Aktivitas stimulasi rumah untuk usia 54-60 bulan yang membantu anak berlatih: menyalin bentuk segitiga sederhana.,"Melatih koordinasi mata-tangan, ketangkasan jari, kontrol alat tulis, dan manipulasi benda kecil.",Siapkan kertas dan pensil di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menyalin bentuk segitiga sederhana. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menyalin bentuk segitiga sederhana secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Hindari benda kecil yang berisiko tertelan.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-127,Melompat Pola Kotak,GROSS_MOTOR,Gerak Kasar,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,54,60,54-60 bulan,Sedang-Lanjut,15,4,kotak dari selotip di lantai,Aktivitas stimulasi rumah untuk usia 54-60 bulan yang membantu anak berlatih: melompat mengikuti urutan kotak.,"Melatih koordinasi otot besar, keseimbangan, kekuatan tubuh, dan kontrol gerak.",Siapkan kotak dari selotip di lantai di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: melompat mengikuti urutan kotak. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu melompat mengikuti urutan kotak secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Pastikan lantai tidak licin dan area bebas sudut tajam.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-128,Menjelaskan Fungsi Benda,COMMUNICATION_SPEECH,Bicara dan Bahasa,SPEECH_DELAY,Speech Delay,COMMUNICATION_SPEECH,54,60,54-60 bulan,Sedang-Lanjut,15,5,"benda rumah seperti sendok, sikat, gelas",Aktivitas stimulasi rumah untuk usia 54-60 bulan yang membantu anak berlatih: menjelaskan fungsi benda dengan kalimat sederhana.,"Melatih komunikasi reseptif, ekspresif, perluasan kosakata, dan kemampuan mengikuti instruksi.","Siapkan benda rumah seperti sendok, sikat, gelas di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menjelaskan fungsi benda dengan kalimat sederhana. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.",Anak mampu menjelaskan fungsi benda dengan kalimat sederhana secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-129,Mengikuti Cerita dan Menjawab,COMMUNICATION_SPEECH,Bicara dan Bahasa,SPEECH_DELAY,Speech Delay,COMMUNICATION_SPEECH,54,60,54-60 bulan,Sedang-Lanjut,15,5,buku cerita pendek,Aktivitas stimulasi rumah untuk usia 54-60 bulan yang membantu anak berlatih: menjawab pertanyaan setelah mendengar cerita.,"Melatih komunikasi reseptif, ekspresif, perluasan kosakata, dan kemampuan mengikuti instruksi.",Siapkan buku cerita pendek di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menjawab pertanyaan setelah mendengar cerita. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menjawab pertanyaan setelah mendengar cerita secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-130,Menggunting Bentuk Sederhana,FINE_MOTOR,Gerak Halus,ASD,ASD,SOCIAL_EMOTIONAL,54,60,54-60 bulan,Sedang-Lanjut,15,4,gunting anak dan pola lingkaran/persegi,Aktivitas stimulasi rumah untuk usia 54-60 bulan yang membantu anak berlatih: menggunting bentuk sederhana dengan pengawasan.,"Melatih koordinasi mata-tangan, ketangkasan jari, kontrol alat tulis, dan manipulasi benda kecil.",Siapkan gunting anak dan pola lingkaran/persegi di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menggunting bentuk sederhana dengan pengawasan. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menggunting bentuk sederhana dengan pengawasan secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Hindari benda kecil yang berisiko tertelan.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-131,Berpakaian Mandiri Sebagian,SOCIAL_INDEPENDENCE,Sosialisasi dan Kemandirian,ASD,ASD,SOCIAL_EMOTIONAL,54,60,54-60 bulan,Sedang-Lanjut,15,4,baju longgar anak,Aktivitas stimulasi rumah untuk usia 54-60 bulan yang membantu anak berlatih: memakai pakaian bagian tertentu secara mandiri.,"Melatih interaksi sosial, imitasi, regulasi emosi, kemandirian bantu diri, dan kebiasaan harian.",Siapkan baju longgar anak di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: memakai pakaian bagian tertentu secara mandiri. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu memakai pakaian bagian tertentu secara mandiri secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-132,Mengurutkan Ukuran,COGNITIVE,Kognitif,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,54,60,54-60 bulan,Sedang-Lanjut,15,4,gelas/balok ukuran kecil-sedang-besar,Aktivitas stimulasi rumah untuk usia 54-60 bulan yang membantu anak berlatih: mengurutkan benda dari kecil ke besar.,"Melatih atensi, memori kerja, pemecahan masalah, klasifikasi, urutan, dan fleksibilitas berpikir.",Siapkan gelas/balok ukuran kecil-sedang-besar di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: mengurutkan benda dari kecil ke besar. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu mengurutkan benda dari kecil ke besar secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-133,Bermain Peran Profesi,SOCIAL_INDEPENDENCE,Sosialisasi dan Kemandirian,ASD,ASD,SOCIAL_EMOTIONAL,54,60,54-60 bulan,Sedang-Lanjut,15,4,alat mainan profesi,Aktivitas stimulasi rumah untuk usia 54-60 bulan yang membantu anak berlatih: bermain peran profesi dan bergiliran dialog.,"Melatih interaksi sosial, imitasi, regulasi emosi, kemandirian bantu diri, dan kebiasaan harian.",Siapkan alat mainan profesi di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: bermain peran profesi dan bergiliran dialog. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu bermain peran profesi dan bergiliran dialog secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-134,Menyebut Alamat Sederhana,COMMUNICATION_SPEECH,Bicara dan Bahasa,SPEECH_DELAY,Speech Delay,COMMUNICATION_SPEECH,54,60,54-60 bulan,Sedang-Lanjut,15,5,informasi alamat singkat yang aman,Aktivitas stimulasi rumah untuk usia 54-60 bulan yang membantu anak berlatih: menyebut informasi alamat sederhana sesuai latihan.,"Melatih komunikasi reseptif, ekspresif, perluasan kosakata, dan kemampuan mengikuti instruksi.",Siapkan informasi alamat singkat yang aman di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menyebut informasi alamat sederhana sesuai latihan. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menyebut informasi alamat sederhana sesuai latihan secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-135,Menggambar Orang 6 Bagian,FINE_MOTOR,Gerak Halus,ASD,ASD,SOCIAL_EMOTIONAL,60,66,60-66 bulan,Sedang-Lanjut,15,4,kertas dan pensil,Aktivitas stimulasi rumah untuk usia 60-66 bulan yang membantu anak berlatih: menggambar orang dengan minimal enam bagian tubuh.,"Melatih koordinasi mata-tangan, ketangkasan jari, kontrol alat tulis, dan manipulasi benda kecil.",Siapkan kertas dan pensil di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menggambar orang dengan minimal enam bagian tubuh. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menggambar orang dengan minimal enam bagian tubuh secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Hindari benda kecil yang berisiko tertelan.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-136,Melompat Satu Kaki,GROSS_MOTOR,Gerak Kasar,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,60,66,60-66 bulan,Sedang-Lanjut,15,4,ruang aman,Aktivitas stimulasi rumah untuk usia 60-66 bulan yang membantu anak berlatih: melompat maju dengan satu kaki minimal tiga kali.,"Melatih koordinasi otot besar, keseimbangan, kekuatan tubuh, dan kontrol gerak.",Siapkan ruang aman di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: melompat maju dengan satu kaki minimal tiga kali. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu melompat maju dengan satu kaki minimal tiga kali secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Pastikan lantai tidak licin dan area bebas sudut tajam.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-137,Menulis Garis Huruf Awal,FINE_MOTOR,Gerak Halus,ASD,ASD,SOCIAL_EMOTIONAL,60,66,60-66 bulan,Sedang-Lanjut,15,4,kertas berpola dan pensil,Aktivitas stimulasi rumah untuk usia 60-66 bulan yang membantu anak berlatih: menebalkan garis huruf awal nama.,"Melatih koordinasi mata-tangan, ketangkasan jari, kontrol alat tulis, dan manipulasi benda kecil.",Siapkan kertas berpola dan pensil di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menebalkan garis huruf awal nama. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menebalkan garis huruf awal nama secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Hindari benda kecil yang berisiko tertelan.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-138,Menjawab Pertanyaan Sebab Akibat,COMMUNICATION_SPEECH,Bicara dan Bahasa,SPEECH_DELAY,Speech Delay,COMMUNICATION_SPEECH,60,66,60-66 bulan,Sedang-Lanjut,15,5,gambar kejadian sederhana,Aktivitas stimulasi rumah untuk usia 60-66 bulan yang membantu anak berlatih: menjawab pertanyaan sebab akibat sederhana.,"Melatih komunikasi reseptif, ekspresif, perluasan kosakata, dan kemampuan mengikuti instruksi.",Siapkan gambar kejadian sederhana di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menjawab pertanyaan sebab akibat sederhana. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menjawab pertanyaan sebab akibat sederhana secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-139,Memori Kartu 4 Pasang,COGNITIVE,Kognitif,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,60,66,60-66 bulan,Sedang-Lanjut,15,4,empat pasang kartu gambar,Aktivitas stimulasi rumah untuk usia 60-66 bulan yang membantu anak berlatih: menemukan pasangan kartu dengan memori kerja.,"Melatih atensi, memori kerja, pemecahan masalah, klasifikasi, urutan, dan fleksibilitas berpikir.",Siapkan empat pasang kartu gambar di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menemukan pasangan kartu dengan memori kerja. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menemukan pasangan kartu dengan memori kerja secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-140,Menangkap Bola Kecil,GROSS_MOTOR,Gerak Kasar,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,60,66,60-66 bulan,Sedang-Lanjut,15,4,bola kecil ringan,Aktivitas stimulasi rumah untuk usia 60-66 bulan yang membantu anak berlatih: menangkap bola kecil dengan dua tangan.,"Melatih koordinasi otot besar, keseimbangan, kekuatan tubuh, dan kontrol gerak.",Siapkan bola kecil ringan di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menangkap bola kecil dengan dua tangan. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menangkap bola kecil dengan dua tangan secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Pastikan lantai tidak licin dan area bebas sudut tajam.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-141,Mengikuti Pola ABC,COGNITIVE,Kognitif,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,60,66,60-66 bulan,Sedang-Lanjut,15,4,balok tiga warna,Aktivitas stimulasi rumah untuk usia 60-66 bulan yang membantu anak berlatih: melanjutkan pola ABC minimal dua siklus.,"Melatih atensi, memori kerja, pemecahan masalah, klasifikasi, urutan, dan fleksibilitas berpikir.",Siapkan balok tiga warna di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: melanjutkan pola ABC minimal dua siklus. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu melanjutkan pola ABC minimal dua siklus secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-142,Mengikat Tali Sepatu Latihan,FINE_MOTOR,Gerak Halus,ASD,ASD,SOCIAL_EMOTIONAL,60,66,60-66 bulan,Sedang-Lanjut,15,4,papan/tali sepatu latihan,Aktivitas stimulasi rumah untuk usia 60-66 bulan yang membantu anak berlatih: membuat gerakan awal mengikat tali sepatu.,"Melatih koordinasi mata-tangan, ketangkasan jari, kontrol alat tulis, dan manipulasi benda kecil.",Siapkan papan/tali sepatu latihan di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: membuat gerakan awal mengikat tali sepatu. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu membuat gerakan awal mengikat tali sepatu secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Hindari benda kecil yang berisiko tertelan.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-143,Menceritakan Pengalaman Harian,COMMUNICATION_SPEECH,Bicara dan Bahasa,SPEECH_DELAY,Speech Delay,COMMUNICATION_SPEECH,60,66,60-66 bulan,Sedang-Lanjut,15,5,topik aktivitas harian anak,Aktivitas stimulasi rumah untuk usia 60-66 bulan yang membantu anak berlatih: menceritakan pengalaman harian dengan urutan sederhana.,"Melatih komunikasi reseptif, ekspresif, perluasan kosakata, dan kemampuan mengikuti instruksi.",Siapkan topik aktivitas harian anak di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menceritakan pengalaman harian dengan urutan sederhana. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menceritakan pengalaman harian dengan urutan sederhana secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-144,Bermain Aturan dengan Skor,SOCIAL_INDEPENDENCE,Sosialisasi dan Kemandirian,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,60,66,60-66 bulan,Sedang-Lanjut,15,4,permainan lempar target dan papan skor,Aktivitas stimulasi rumah untuk usia 60-66 bulan yang membantu anak berlatih: mengikuti aturan dan menerima skor menang/kalah.,"Melatih interaksi sosial, imitasi, regulasi emosi, kemandirian bantu diri, dan kebiasaan harian.",Siapkan permainan lempar target dan papan skor di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: mengikuti aturan dan menerima skor menang/kalah. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu mengikuti aturan dan menerima skor menang/kalah secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
